HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
5.827000141143799,2.009000062942505,1.5989999771118164,0.4620000123977661,4.203000068664552,1.3400000333786009,30.5310001373291
5.760000228881836,2.075999975204468,1.4919999837875366,0.4259999990463257,4.263999938964844,1.4010000228881836,30.459999084472656
5.760000228881836,1.9420000314712524,1.4919999837875366,0.3910000026226044,4.234000205993652,1.309999942779541,30.038000106811523
5.760000228881836,1.9420000314712524,1.4919999837875366,0.4259999990463257,4.234000205993652,1.309999942779541,27.01300048828125
5.692999839782715,2.075999975204468,1.4919999837875366,0.4259999990463257,4.142000198364259,1.371000051498413,27.78700065612793
5.492000102996826,1.9420000314712524,1.4570000171661377,0.3910000026226044,4.111999988555908,1.2790000438690186,27.716999053955078
5.357999801635742,1.875,1.350000023841858,0.35499998927116394,3.928999900817871,1.3400000333786009,27.645999908447266
5.1570000648498535,1.8079999685287482,1.350000023841858,0.3199999928474426,3.806999921798706,1.2790000438690186,27.083999633789066
5.1570000648498535,1.741000056266785,1.2790000438690186,0.35499998927116394,3.776999950408936,1.218000054359436,27.78700065612793
5.1570000648498535,1.8079999685287482,1.350000023841858,0.4259999990463257,3.776999950408936,1.187999963760376,27.506000518798828
5.1570000648498535,1.8079999685287482,1.315000057220459,0.3910000026226044,3.776999950408936,1.2489999532699585,27.85700035095215
5.1570000648498535,1.9420000314712524,1.350000023841858,0.4259999990463257,3.806999921798706,1.2790000438690186,27.01300048828125
5.090000152587892,1.9420000314712524,1.2790000438690186,0.3910000026226044,3.806999921798706,1.2790000438690186,25.04400062561035
5.223999977111816,2.009000062942505,1.4570000171661377,0.5329999923706055,3.806999921798706,1.2489999532699585,24.55100059509277
5.290999889373778,1.8079999685287482,1.4570000171661377,0.4259999990463257,3.776999950408936,1.218000054359436,23.56599998474121
5.357999801635742,1.9420000314712524,1.4919999837875366,0.4620000123977661,3.806999921798706,1.309999942779541,21.525999069213867
5.357999801635742,1.9420000314712524,1.4919999837875366,0.4620000123977661,3.868000030517578,1.2790000438690186,21.947999954223643
5.492000102996826,2.009000062942505,1.4919999837875366,0.4620000123977661,3.928999900817871,1.3400000333786009,21.45599937438965
5.492000102996826,1.9420000314712524,1.4919999837875366,0.4259999990463257,3.928999900817871,1.3400000333786009,22.79199981689453
5.492000102996826,2.075999975204468,1.4919999837875366,0.4970000088214874,3.990000009536743,1.309999942779541,21.03400039672852
5.625999927520752,2.1429998874664307,1.5279999971389768,0.5329999923706055,4.051000118255615,1.371000051498413,21.173999786376953
5.960999965667725,2.344000101089477,1.6699999570846558,0.6039999723434448,4.234000205993652,1.4919999837875366,20.82299995422364
6.162000179290772,2.4110000133514404,1.7769999504089355,0.6039999723434448,4.324999809265137,1.5230000019073486,21.173999786376953
6.63100004196167,2.477999925613404,1.9900000095367432,0.7459999918937683,4.6599998474121085,1.6749999523162842,21.173999786376953
7.166999816894531,2.9470000267028813,2.131999969482422,0.7820000052452087,5.026000022888184,1.8580000400543213,22.79199981689453
7.501999855041504,3.2149999141693115,2.2390000820159908,0.8880000114440918,5.329999923706055,1.9800000190734863,23.847999572753906
7.703000068664551,3.3489999771118164,2.486999988555908,1.031000018119812,5.269000053405762,1.919000029563904,24.34000015258789
7.434999942779541,3.1480000019073486,2.309999942779541,0.9589999914169312,5.056000232696533,1.8880000114440918,23.143999099731445
7.434999942779541,3.282000064849853,2.309999942779541,1.031000018119812,5.086999893188477,2.2239999771118164,23.143999099731445
7.636000156402588,3.282000064849853,2.2739999294281006,1.065999984741211,5.329999923706055,2.0710000991821294,23.77700042724609
7.636000156402588,3.41599988937378,2.309999942779541,1.1019999980926514,5.269000053405762,1.919000029563904,23.847999572753906
7.568999767303468,3.282000064849853,2.309999942779541,1.065999984741211,5.238999843597412,1.919000029563904,23.988000869750977
5.559000015258789,3.0139999389648438,2.45199990272522,1.1729999780654907,2.9549999237060547,1.4320000410079956,21.66699981689453
5.223999977111816,2.880000114440918,2.38100004196167,1.1729999780654907,2.8020000457763667,1.4010000228881836,22.089000701904297
5.1570000648498535,2.812999963760376,2.309999942779541,1.1729999780654907,2.8329999446868896,1.4320000410079956,22.3700008392334
5.090000152587892,2.4110000133514404,1.812000036239624,0.8880000114440918,2.740999937057495,1.462000012397766,16.391000747680664
4.554999828338623,2.5450000762939453,1.919000029563904,0.8169999718666077,2.6800000667572017,1.371000051498413,17.445999145507812
4.554999828338623,2.344000101089477,1.7769999504089355,0.7820000052452087,2.7109999656677246,1.4010000228881836,17.726999282836914
4.689000129699707,2.5450000762939453,1.883000016212464,0.8529999852180481,2.8020000457763667,1.462000012397766,18.500999450683594
4.689000129699707,2.4110000133514404,1.919000029563904,0.8880000114440918,2.8020000457763667,1.371000051498413,19.274999618530273
4.956999778747559,2.5450000762939453,1.9900000095367432,0.8529999852180481,2.9549999237060547,1.4919999837875366,19.979000091552734
5.425000190734863,2.678999900817871,2.203000068664551,0.8880000114440918,3.13700008392334,1.5529999732971191,18.500999450683594
5.492000102996826,2.678999900817871,2.1679999828338623,0.8529999852180481,3.259000062942505,1.5529999732971191,18.57200050354004
5.894000053405763,2.746000051498413,2.38100004196167,0.9589999914169312,3.4110000133514404,1.5529999732971191,19.416000366210934
5.760000228881836,2.5450000762939453,2.203000068664551,0.8529999852180481,3.441999912261963,1.4919999837875366,20.118999481201172
5.625999927520752,2.746000051498413,2.1679999828338623,0.8529999852180481,3.3499999046325684,1.6139999628067017,19.76799964904785
4.287000179290772,2.1429998874664307,1.1369999647140503,0.4259999990463257,3.1679999828338623,1.6449999809265137,19.76799964904785
4.287000179290772,2.4110000133514404,1.5640000104904177,0.4259999990463257,3.1070001125335693,1.5839999914169312,20.32999992370605
4.689000129699707,2.5450000762939453,1.812000036239624,0.8529999852180481,2.8329999446868896,1.5230000019073486,19.20499992370605
4.689000129699707,2.611999988555908,1.919000029563904,0.8880000114440918,2.740999937057495,1.5529999732971191,17.726999282836914
4.689000129699707,2.678999900817871,1.883000016212464,0.8529999852180481,2.86299991607666,1.5839999914169312,18.642000198364254
4.689000129699707,2.678999900817871,1.883000016212464,0.8529999852180481,2.8940000534057617,1.6449999809265137,18.500999450683594
4.689000129699707,2.678999900817871,1.7769999504089355,1.24399995803833,3.1070001125335693,1.6139999628067017,18.57200050354004
